WKT,"id"
"POLYGON ((76549.2541705883 452103.505075274,76450.6398120639 452054.197896012,76469.8148262214 451961.062112961,76524.6005809572 451837.794164806,76578.4732397807 451742.83218993,76667.0435432702 451773.877450947,76702.6542838484 451751.050053141,76741.0043121635 451673.436900598,76748.3090794616 451661.566653739,76804.0079301096 451693.525010668,76815.878176969 451725.483367597,76804.0079301096 451747.397669492,76737.3519285144 451921.798988734,76725.481681655 451956.4966334,76675.2614064805 452109.89674666,76549.2541705883 452103.505075274))","1"
